"V1","nationalGridBmUnit","elexonBmUnit","eic","fuelType","leadPartyName","bmUnitType","fpnFlag","bmUnitName","leadPartyId","demandCapacity","generationCapacity","productionOrConsumptionFlag","transmissionLossFactor","workingDayCreditAssessmentImportCapability","nonWorkingDayCreditAssessmentImportCapability","workingDayCreditAssessmentExportCapability","nonWorkingDayCreditAssessmentExportCapability","creditQualifyingStatus","demandInProductionFlag","gspGroupId","gspGroupName","interconnectorId","capacity_alt","diff_cap","capacity"
132,"HRSTW-1","T_HRSTW-1","48W00000HRSTW-19","WIND","SP Renewables (UK) Limited","T",TRUE,"Harestanes","SPCRE01",-50.633,142.3,"P",-0.0088069,-20.253,-20.253,56.92,56.92,TRUE,FALSE,NA,NA,NA,136,6.30000000000001,142.3
133,"HYWDW-1","E_HYWDW-1","48W00000HYWDW-1G","WIND","HYWINDSC","E",TRUE,"Hywind Generator BMU1","HYWINDSC",-0.803,30,"P",-0.030134,-0.321,-0.321,12,12,TRUE,FALSE,"_P","North Scotland",NA,29,1,30
134,"KENNW-1","T_KENNW-1",NA,"WIND","Kennoxhead Wind Farm Limited","T",TRUE,"Kennoxhead Wind Farm","KENX01",-0.1,60,"P",-0.0088069,-0.04,-0.04,24,24,TRUE,FALSE,NA,NA,NA,62,2,60
135,"KILBW-1","T_KILBW-1","48W00000KILBW-1W","WIND","Kilbraur Wind Energy Ltd","T",TRUE,"KILBW","KILBRAUR",-1,68.51,"P",-0.030134,-0.4,-0.4,27.404,27.404,TRUE,FALSE,NA,NA,NA,67.5,1.01000000000001,68.51
136,"KINCW-1","E_KINCW-1","48W00000KINCW-1F","WIND","Statkraft Markets Gmbh","E",TRUE,"Kincardine Offshore Windfarm","STATKRA1",-0.5,49.6,"P",-0.030134,-0.2,-0.2,19.84,19.84,TRUE,FALSE,"_P","North Scotland",NA,40,9.6,40
137,"KLGLW-1","T_KLGLW-1","48W00000KLGLW-1S","WIND","SP Renewables (UK) Limited","T",TRUE,"Kilgallioch Windfarm","SPCRE01",-2,228,"P",-0.0088069,-0.8,-0.8,91.2,91.2,TRUE,FALSE,NA,NA,NA,223,5,228
138,"KPMRW-1","T_KPMRW-1",NA,"WIND","OnPath Energy Limited","T",TRUE,"KYPE MUIR WIND FARM","BANKSREN",-2,89,"P",-0.0088069,-0.8,-0.8,35.6,35.6,TRUE,FALSE,NA,NA,NA,89,0,89
139,"KTHLW-1","T_KTHLW-1",NA,"WIND","Statkraft Markets Gmbh","T",TRUE,"KEITH HILL WINDFARM","STATKRA1",0,4.54,"P",-0.0088069,0,0,1.816,1.816,TRUE,FALSE,NA,NA,NA,4,0.54,4
140,"KYPEW-1","T_KYPEW-1",NA,"WIND","Kype Extension Wind Farm Ltd","T",TRUE,"KYPE MUIR EXT WIND FARM","KYPEMEXT",-3.631,67,"P",-0.0088069,-1.452,-1.452,26.8,26.8,TRUE,FALSE,NA,NA,NA,67,0,67
141,"LARYO-1","T_LARYW-1","48W00000LARYO-1Z","WIND","London Array Limited","T",TRUE,"London Array BMU1","LAOWF",-10.32,171,"P",0.0120522,-4.128,-4.128,68.4,68.4,TRUE,FALSE,NA,NA,NA,156,15,171
142,"LARYO-2","T_LARYW-2","48W00000LARYO-2X","WIND","London Array Limited","T",TRUE,"London Array BMU2","LAOWF",-10.56,171,"P",0.0120522,-4.224,-4.224,68.4,68.4,TRUE,FALSE,NA,NA,NA,152,19,152
143,"LARYO-3","T_LARYW-3","48W00000LARYO-3V","WIND","London Array Limited","T",TRUE,"London Array BMU3","LAOWF",-10.56,171,"P",0.0120522,-4.224,-4.224,68.4,68.4,TRUE,FALSE,NA,NA,NA,160,11,171
144,"LARYO-4","T_LARYW-4","48W00000LARYO-4T","WIND","London Array Limited","T",TRUE,"London Array BMU4","LAOWF",-10.56,191.099,"P",0.0120522,-4.224,-4.224,76.44,76.44,TRUE,FALSE,NA,NA,NA,156,35.099,156
145,"LCLTW-1","T_LCLTW-1","48W00000LCLTW-1D","WIND","Eneco Energy Trade","T",TRUE,"Lochluichart Windfarm","ENECOUK",-0.5,69,"C",-0.030134,-0.2,-0.2,27.6,27.6,TRUE,FALSE,NA,NA,NA,69,0,69
146,"LIMKW-1","T_LIMKW-1","48W00000LIMKW-1A","WIND","Limekiln Extension Ltd","T",TRUE,"Limekiln Wind Farm","LMKEXTWF",-1,106,"P",-0.030134,-0.4,-0.4,42.4,42.4,TRUE,FALSE,NA,NA,NA,106,0,106
147,"LNCSO-1","T_LNCSW-1","48W00000LNCSO-1R","WIND","Lincs Wind Farm Ltd","T",TRUE,"Lincs wind farm offshore BMU1","LINCSWFL",-4,150,"P",0.0042196,-1.6,-1.6,60,60,TRUE,FALSE,NA,NA,NA,125,25,125
148,"LNCSO-2","T_LNCSW-2","48W00000LNCSO-2P","WIND","Lincs Wind Farm Ltd","T",TRUE,"Lincs wind farm offshore BMU2","LINCSWFL",-4,150,"P",0.0042196,-1.6,-1.6,60,60,TRUE,FALSE,NA,NA,NA,137,13,150
149,"MDHLW-1","2__PSTAT002","48W00000MDHLW-1P","WIND","Statkraft Markets Gmbh","S",TRUE,"STAT P3 North Scotland","STATKRA1",0,76,"C",-0.030134,0,0,14.44,14.44,TRUE,FALSE,"_P","North Scotland",NA,76,0,76
150,"MIDMW-1","T_MIDMW-1","48W00000MIDMW-19","WIND","OnPath Energy Limited","T",TRUE,"MIDDLE MUIR WIND FARM","BANKSREN",-1,51,"P",-0.0088069,-0.4,-0.4,20.4,20.4,TRUE,FALSE,NA,NA,NA,51,0,51
151,"MILWW-1","T_MILWW-1","48W00000MILWW-1M","WIND","Millennium Wind Energy Ltd","T",TRUE,"MILWW","MILLEN07",-1,65,"P",-0.030134,-0.4,-0.4,26,26,TRUE,FALSE,NA,NA,NA,65,0,65
152,"MINSW-1","E_MINSW-1","48W00000MINSW-1U","WIND","Mobius Renewables Gen. (GB)","E",TRUE,"Minsca Wind Farm","AIRGEN",-0.26,38.123,"C",-0.0088069,-0.104,-0.104,15.249,15.249,TRUE,FALSE,"_N","South Scotland",NA,36.8,1.323,38.123
153,"MKHLW-1","T_MKHLW-1","48W00000MKHLW-1D","WIND","SP Renewables (UK) Limited","T",TRUE,"Mark Hill","SPCRE01",-2.5,53,"P",-0.0088069,-1,-1,21.2,21.2,TRUE,FALSE,NA,NA,NA,53,0,53
154,"MOWEO-1","T_MOWEO-1","48W000000MOWEO11","WIND","Moray Offshore Wind East Ltd","T",TRUE,"Moray East OWF1","MOWEL",-3.394,300,"P",-0.030134,-1.358,-1.358,120,120,TRUE,FALSE,NA,NA,NA,289,11,300
155,"MOWEO-2","T_MOWEO-2","48W00000MOWEO-2Y","WIND","Moray Offshore Wind East Ltd","T",TRUE,"Moray East OWF2","MOWEL",-5.304,300,"P",-0.030134,-2.122,-2.122,120,120,TRUE,FALSE,NA,NA,NA,300,0,300
156,"MOWEO-3","T_MOWEO-3","48W00000MOWEO-3W","WIND","Moray Offshore Wind East Ltd","T",TRUE,"Moray East OWF3","MOWEL",-3.304,300,"P",-0.030134,-1.322,-1.322,120,120,TRUE,FALSE,NA,NA,NA,297,3,300
157,"MOWWO-1","T_MOWWO-1","48W00000MOWWO-1K","WIND","Moray Offshore Wind West Ltd","T",TRUE,"Moray West OWF1","MOWWL",-3,215,"P",-0.030134,-1.2,-1.2,86,86,TRUE,FALSE,NA,NA,NA,215,0,215
158,"MOWWO-2","T_MOWWO-2","48W00000MOWWO-2I","WIND","Moray Offshore Wind West Ltd","T",TRUE,"Moray West OWF2","MOWWL",-3,215,"P",-0.030134,-1.2,-1.2,86,86,TRUE,FALSE,NA,NA,NA,215,0,215
159,"MOWWO-3","T_MOWWO-3","48W00000MOWWO-3G","WIND","Moray Offshore Wind West Ltd","T",TRUE,"Moray West OWF3","MOWWL",-3,143,"P",-0.030134,-1.2,-1.2,57.2,57.2,TRUE,FALSE,NA,NA,NA,136,7,143
160,"MOWWO-4","T_MOWWO-4","48W00000MOWWO-4E","WIND","Moray Offshore Wind West Ltd","T",TRUE,"Moray West OWF4","MOWWL",-4,287,"P",-0.030134,-1.6,-1.6,114.8,114.8,TRUE,FALSE,NA,NA,NA,279,8,287
161,"MOYEW-1","E_MOYEW-1",NA,"WIND","Eneco Energy Trade","E",TRUE,"Moy Windfarm","ENECOUK",-0.4,60,"C",-0.030134,-0.16,-0.16,24,24,TRUE,FALSE,"_P","North Scotland",NA,60,0,60
162,"MYGPW-1","T_MYGPW-1",NA,"WIND","Minnygap Energy Limited","T",TRUE,"Minnygap Wind Farm","MEL",-0.4,25,"P",-0.0088069,-0.16,-0.16,10,10,TRUE,FALSE,NA,NA,NA,26,1,25
163,"NNGAO-1","T_NNGAO-1",NA,"WIND","Neart Na Gaoithe Offshore Wind","T",TRUE,"Neart Na Gaiothe WF 1","NNG01",-3,224,"P",-0.0088069,-1.2,-1.2,89.6,89.6,TRUE,FALSE,NA,NA,NA,224,0,224
164,"NNGAO-2","T_NNGAO-2",NA,"WIND","Neart Na Gaoithe Offshore Wind","T",TRUE,"Neart Na Gaiothe WF 2","NNG01",-3,224,"P",-0.0088069,-1.2,-1.2,89.6,89.6,TRUE,FALSE,NA,NA,NA,216,8,224
165,"NNPW01","2__NNATP001",NA,"WIND","Npower Commercial Gas Limited","S",TRUE,"2__NNATP001","NPOWER02",0,50,"C",-0.010788,0,0,12.5,12.5,FALSE,FALSE,"_N","SOUTH of SCOTLAND GSP",NA,NA,NA,50
166,"NOKYW-1","T_NOKYW-1",NA,"WIND","North Kyle Wind farm Ltd","T",TRUE,"North Kyle Wind Farm-1","NKWFL",-2,106,"P",-0.0088069,-0.8,-0.8,42.4,42.4,TRUE,FALSE,NA,NA,NA,39,67,39
167,"NOKYW-2","T_NOKYW-2",NA,"WIND","North Kyle Wind farm Ltd","T",TRUE,"North Kyle Wind Farm-2","NKWFL",-2,106,"P",-0.0088069,-0.8,-0.8,42.4,42.4,TRUE,FALSE,NA,NA,NA,40,66,40
168,"OMNDO-1","T_OMNDW-1","48W00000OMNDO-1J","WIND","Ormonde Energy Ltd","T",TRUE,"Ormonde Energy Limited 1","ORMONDE",0,150.76,"P",-0.0048159,0,0,60.304,60.304,TRUE,FALSE,NA,NA,NA,142,8.75999999999999,150.76
169,"PAUHW-1","2__PENEC002","48W00000PAUHW-11","WIND","Eneco Energy Trade","S",TRUE,"Pauls Hill Windfarm","ENECOUK",-0.4,70.167,"C",-0.030134,-0.149,-0.136,26.172,23.92,FALSE,FALSE,"_P","North Scotland",NA,NA,NA,70.167
170,"PGBIW-1","T_PGBIW-1",NA,"WIND","EDF Energy Customers Limited","T",TRUE,"Pogbie WF","LENCO",0,10,"C",-0.0088069,0,0,4,4,TRUE,FALSE,NA,NA,NA,9,1,10
171,"PIBUW-1","E_PIBUW-1",NA,"WIND","Npower Commercial Gas Limited","E",TRUE,"Pines Burn Wind Farm","NPOWER02",0,35.674,"P",-0.0088069,0,0,14.27,14.27,TRUE,FALSE,"_N","South Scotland",NA,33.6,2.074,35.674
